sample	drug	PCIDs	syn	gvm
CPC014_NEU_24H-BRD-U33728988-10.0	brd u33728988	637858		pc637858
CPC014_NEU_24H-BRD-U51951544-10.0	brd u51951544	5284613		pc5284613
CPC014_NEU_24H-BRD-U86922168-10.0	brd u86922168			brdu86922168
CPC014_NEU_24H-b4313-10.0	b4313	63009		pc63009
CPC014_NEU_24H-f3103-0039-10.0	f3103 0039			f31030039
CPC014_NEU_24H-gr-103-10.0	gr 103	5311432		pc5311432
CPC014_NEU_24H-r2146-10.0	r2146	9324		pc9324
CPC014_NEU_24H-stk249718-10.0	stk249718	60198		pc60198
CPC014_NEU_24H-stk397047-10.0	stk397047	5702161		pc5702161
CPC014_NEU_24H-t5212475-10.0	t5212475	5284373		pc5284373
CPC014_NEU_24H-trichostatin_a-10.0	trichostatin a	444732		pc444732
CPC014_NEU_24H-v4877-10.0	v4877	47936		pc47936
CPC014_NPC_24H-BRD-A25337146-10.0	brd a25337146	5284373		pc5284373
CPC014_NPC_24H-BRD-A59145032-10.0	brd a59145032	30323		pc30323
CPC014_NPC_24H-BRD-A75931230-10.0	brd a75931230	6857791		pc6857791
CPC014_NPC_24H-BRD-K04923131-10.0	brd k04923131	31703		pc31703
CPC014_NPC_24H-BRD-K05104363-10.0	brd k05104363	5311432		pc5311432
CPC014_NPC_24H-BRD-K10906552-10.0	brd k10906552	12961638		pc12961638
CPC014_NPC_24H-BRD-K19540840-10.0	brd k19540840	47936		pc47936
CPC014_NPC_24H-BRD-K22631935-10.0	brd k22631935	47936		pc47936
CPC014_NPC_24H-BRD-K25979535-10.0	brd k25979535	5018304		pc5018304
CPC014_NPC_24H-BRD-K32927008-10.0	brd k32927008	2179		pc2179
CPC014_NPC_24H-BRD-K38615104-10.0	brd k38615104	348482		pc348482
CPC014_NPC_24H-BRD-K39944607-10.0	brd k39944607	6518171		pc6518171
CPC014_NPC_24H-BRD-K40175214-10.0	brd k40175214	16078973		pc16078973
CPC014_NPC_24H-BRD-K50140147-10.0	brd k50140147			brdk50140147
CPC014_NPC_24H-BRD-K52911425-10.0	brd k52911425			brdk52911425
CPC014_NPC_24H-BRD-K56343971-10.0	brd k56343971			brdk56343971
CPC014_NPC_24H-BRD-K97764662-10.0	brd k97764662	49761481		pc49761481
CPC014_NPC_24H-BRD-U32365159-10.0	brd u32365159	6013		pc6013
CPC014_NPC_24H-BRD-U33728988-10.0	brd u33728988	637858		pc637858
CPC014_NPC_24H-BRD-U86922168-10.0	brd u86922168			brdu86922168
CPC014_NPC_24H-a-1065-10.0	a 1065	5281847		pc5281847
CPC014_NPC_24H-a-275-10.0	a 275	6857791		pc6857791
CPC014_NPC_24H-axon1408-10.0	axon1408	3387354		pc3387354
CPC014_NPC_24H-bl-079-10.0	bl 079	448537		pc448537
CPC014_NPC_24H-geldanamycin-10.0	geldanamycin	5288382		pc5288382
CPC014_NPC_24H-gr-103-10.0	gr 103	5311432		pc5311432
CPC014_NPC_24H-gr-207-10.0	gr 207	441325		pc441325
CPC014_NPC_24H-hy-10044-10.0	hy 10044	680502		pc680502
CPC014_NPC_24H-hy-11004-10.0	hy 11004			hy11004
CPC014_NPC_24H-hy-11005-10.0	hy 11005	6855		pc6855
CPC014_NPC_24H-hy-50878-10.0	hy 50878	2391		pc2391
CPC014_NPC_24H-hy-70061-10.0	hy 70061	73384		pc73384
CPC014_NPC_24H-k3644-10.0	k3644	441207		pc441207
CPC014_NPC_24H-k784-3188-10.0	k784 3188	24868313		pc24868313
CPC014_NPC_24H-l-6307-10.0	l 6307	2554		pc2554
CPC014_NPC_24H-p0030-10.0	p0030	11644425		pc11644425
CPC014_NPC_24H-p8624-10.0	p8624	2708		pc2708
CPC014_NPC_24H-s-250-10.0	s 250	28417		pc28417
CPC014_NPC_24H-s1017-10.0	s1017	90454		pc90454
CPC014_NPC_24H-s1035-10.0	s1035	6197		pc6197
CPC014_NPC_24H-s1039-10.0	s1039	5284373		pc5284373
CPC014_NPC_24H-s1042-10.0	s1042	28417		pc28417
CPC014_NPC_24H-s1122-10.0	s1122	5741		pc5741
CPC014_NPC_24H-s1172-10.0	s1172	50088		pc50088
CPC014_NPC_24H-s1266-10.0	s1266	441371		pc441371
CPC014_NPC_24H-s1475-10.0	s1475	12961638		pc12961638
CPC014_NPC_24H-s1485-10.0	s1485	24868313		pc24868313
CPC014_NPC_24H-s1527-10.0	s1527	5757		pc5757
CPC014_NPC_24H-s3002-10.0	s3002	2724385		pc2724385
CPC014_NPC_24H-st4062971-10.0	st4062971	9403		pc9403
CPC014_NPC_24H-stock1n-27488-10.0	stock1n 27488			stock1n27488
CPC014_NPC_24H-stock4s-23872-10.0	stock4s 23872	5281691		pc5281691
CPC014_NPC_24H-t5212475-10.0	t5212475	5284373		pc5284373
CPC014_NPC_24H-trichostatin_a-10.0	trichostatin a	444732		pc444732
CPC014_NPC_24H-v2264-10.0	v2264	19081934		pc19081934
CPC014_NPC_24H-v4877-10.0	v4877	47936		pc47936
CPC014_PC3_24H-1391-0741-10.0	1391 0741			13910741
CPC014_PC3_24H-15-delta_prostaglandin_j2-10.0	15 delta prostaglandin j2	4051		pc4051
CPC014_PC3_24H-BRD-A06929388-10.0	brd a06929388	47936		pc47936
CPC014_PC3_24H-BRD-A11702965-10.0	brd a11702965	6197		pc6197
CPC014_PC3_24H-BRD-A20697603-10.0	brd a20697603	446541		pc446541
CPC014_PC3_24H-BRD-A26199074-10.0	brd a26199074	10392025		pc10392025
CPC014_PC3_24H-BRD-A31374339-10.0	brd a31374339	312145		pc312145
CPC014_PC3_24H-BRD-A52193669-10.0	brd a52193669	3387354		pc3387354
CPC014_PC3_24H-BRD-A57107094-10.0	brd a57107094	2064		pc2064
CPC014_PC3_24H-BRD-A60245366-10.0	brd a60245366	441207		pc441207
CPC014_PC3_24H-BRD-A75931230-10.0	brd a75931230	6857791		pc6857791
CPC014_PC3_24H-BRD-A77467113-10.0	brd a77467113	2724385		pc2724385
CPC014_PC3_24H-BRD-A84327315-10.0	brd a84327315	49761481		pc49761481
CPC014_PC3_24H-BRD-A89907244-10.0	brd a89907244	132519		pc132519
CPC014_PC3_24H-BRD-K01436366-10.0	brd k01436366	49761481		pc49761481
CPC014_PC3_24H-BRD-K04923131-10.0	brd k04923131	31703		pc31703
CPC014_PC3_24H-BRD-K05104363-10.0	brd k05104363	5311432		pc5311432
CPC014_PC3_24H-BRD-K05977823-10.0	brd k05977823	10219		pc10219
CPC014_PC3_24H-BRD-K07061353-10.0	brd k07061353	65348		pc65348
CPC014_PC3_24H-BRD-K07877311-10.0	brd k07877311			brdk07877311
CPC014_PC3_24H-BRD-K10906552-10.0	brd k10906552	12961638		pc12961638
CPC014_PC3_24H-BRD-K12105018-10.0	brd k12105018	9961192		pc9961192
CPC014_PC3_24H-BRD-K14681867-10.0	brd k14681867	60834		pc60834
CPC014_PC3_24H-BRD-K14880289-10.0	brd k14880289	9829836		pc9829836
CPC014_PC3_24H-BRD-K16331660-10.0	brd k16331660	65348		pc65348
CPC014_PC3_24H-BRD-K19220233-10.0	brd k19220233	9403		pc9403
CPC014_PC3_24H-BRD-K19540840-10.0	brd k19540840	47936		pc47936
CPC014_PC3_24H-BRD-K25311561-10.0	brd k25311561	5288382		pc5288382
CPC014_PC3_24H-BRD-K31484631-10.0	brd k31484631	5920		pc5920
CPC014_PC3_24H-BRD-K31841256-10.0	brd k31841256	71399		pc71399
CPC014_PC3_24H-BRD-K38615104-10.0	brd k38615104	348482		pc348482
CPC014_PC3_24H-BRD-K39944607-10.0	brd k39944607	6518171		pc6518171
CPC014_PC3_24H-BRD-K40175214-10.0	brd k40175214	16078973		pc16078973
CPC014_PC3_24H-BRD-K49865102-10.0	brd k49865102			brdk49865102
CPC014_PC3_24H-BRD-K50140147-10.0	brd k50140147			brdk50140147
CPC014_PC3_24H-BRD-K50387473-10.0	brd k50387473	3392731		pc3392731
CPC014_PC3_24H-BRD-K52911425-10.0	brd k52911425			brdk52911425
CPC014_PC3_24H-BRD-K64857848-10.0	brd k64857848	9829836		pc9829836
CPC014_PC3_24H-BRD-K67470788-10.0	brd k67470788	5746		pc5746
CPC014_PC3_24H-BRD-K68174511-10.0	brd k68174511	4055		pc4055
CPC014_PC3_24H-BRD-K69852452-10.0	brd k69852452	2236		pc2236
CPC014_PC3_24H-BRD-K70161581-10.0	brd k70161581			brdk70161581
CPC014_PC3_24H-BRD-K75081836-10.0	brd k75081836	5746		pc5746
CPC014_PC3_24H-BRD-K76698671-10.0	brd k76698671			brdk76698671
CPC014_PC3_24H-BRD-K79404599-10.0	brd k79404599			brdk79404599
CPC014_PC3_24H-BRD-K83972459-10.0	brd k83972459	379077		pc379077
CPC014_PC3_24H-BRD-K88551539-10.0	brd k88551539	28061		pc28061
CPC014_PC3_24H-BRD-K88569143-10.0	brd k88569143	10324445		pc10324445
CPC014_PC3_24H-BRD-K91701654-10.0	brd k91701654	439501		pc439501
CPC014_PC3_24H-BRD-U00779237-10.0	brd u00779237	4614		pc4614
CPC014_PC3_24H-BRD-U25771771-10.0	brd u25771771	62878		pc62878
CPC014_PC3_24H-BRD-U29336476-10.0	brd u29336476	9929138		pc9929138
CPC014_PC3_24H-BRD-U33728988-10.0	brd u33728988	637858		pc637858
CPC014_PC3_24H-BRD-U43867373-10.0	brd u43867373	4883		pc4883
CPC014_PC3_24H-BRD-U51951544-10.0	brd u51951544	5284613		pc5284613
CPC014_PC3_24H-BRD-U73238814-10.0	brd u73238814	6420094		pc6420094
CPC014_PC3_24H-BRD-U86922168-10.0	brd u86922168			brdu86922168
CPC014_PC3_24H-a-1065-10.0	a 1065	5281847		pc5281847
CPC014_PC3_24H-a-275-10.0	a 275	6857791		pc6857791
CPC014_PC3_24H-a3145-10.0	a3145	63009		pc63009
CPC014_PC3_24H-a8674-10.0	a8674	2179		pc2179
CPC014_PC3_24H-ac-1121-10.0	ac 1121	10204		pc10204
CPC014_PC3_24H-b4313-10.0	b4313	63009		pc63009
CPC014_PC3_24H-bl-052-10.0	bl 052	2407		pc2407
CPC014_PC3_24H-bl-081-10.0	bl 081	441371		pc441371
CPC014_PC3_24H-bml-st330-10.0	bml st330	4122		pc4122
CPC014_PC3_24H-cc-100-10.0	cc 100	65327		pc65327
CPC014_PC3_24H-ct-incb-10.0	ct incb	452548		pc452548
CPC014_PC3_24H-d3943-10.0	d3943	5405		pc5405
CPC014_PC3_24H-dm-100-10.0	dm 100	379077		pc379077
CPC014_PC3_24H-e0886-10.0	e0886	9860529		pc9860529
CPC014_PC3_24H-e3380-10.0	e3380	3132		pc3132
CPC014_PC3_24H-ei-148-10.0	ei 148	73384		pc73384
CPC014_PC3_24H-ei-155-10.0	ei 155	444732		pc444732
CPC014_PC3_24H-ei-156-10.0	ei 156	65399		pc65399
CPC014_PC3_24H-ei-195-10.0	ei 195	40854		pc40854
CPC014_PC3_24H-ei-215-10.0	ei 215	5564		pc5564
CPC014_PC3_24H-ei-232-10.0	ei 232	5757		pc5757
CPC014_PC3_24H-ei-247-10.0	ei 247	4622		pc4622
CPC014_PC3_24H-ei-263-10.0	ei 263	5311		pc5311
CPC014_PC3_24H-ei-293-10.0	ei 293	1103147		pc1103147
CPC014_PC3_24H-ei-332-10.0	ei 332	36314		pc36314
CPC014_PC3_24H-ei-346-10.0	ei 346			ei346
CPC014_PC3_24H-g-221-10.0	g 221	222757		pc222757
CPC014_PC3_24H-geldanamycin-10.0	geldanamycin	5288382		pc5288382
CPC014_PC3_24H-gr-103-10.0	gr 103	5311432		pc5311432
CPC014_PC3_24H-gr-108-10.0	gr 108	62878		pc62878
CPC014_PC3_24H-gr-109-10.0	gr 109	62853		pc62853
CPC014_PC3_24H-gr-231-10.0	gr 231	23664709		pc23664709
CPC014_PC3_24H-gr-237-10.0	gr 237	66368		pc66368
CPC014_PC3_24H-h7270-10.0	h7270	10041070		pc10041070
CPC014_PC3_24H-hts_10765-10.0	hts 10765	6610243		pc6610243
CPC014_PC3_24H-hts_10859-10.0	hts 10859	4748		pc4748
CPC014_PC3_24H-hy-10044-10.0	hy 10044	680502		pc680502
CPC014_PC3_24H-hy-10159-10.0	hy 10159	441325		pc441325
CPC014_PC3_24H-hy-10344-10.0	hy 10344	60496		pc60496
CPC014_PC3_24H-hy-10459-10.0	hy 10459	2179		pc2179
CPC014_PC3_24H-hy-10518-10.0	hy 10518	5327723		pc5327723
CPC014_PC3_24H-hy-10966-10.0	hy 10966	2286		pc2286
CPC014_PC3_24H-hy-11001-10.0	hy 11001	2315		pc2315
CPC014_PC3_24H-hy-11004-10.0	hy 11004			hy11004
CPC014_PC3_24H-hy-11005-10.0	hy 11005	6855		pc6855
CPC014_PC3_24H-hy-11006-10.0	hy 11006	9929138		pc9929138
CPC014_PC3_24H-hy-50767-10.0	hy 50767	46861540		pc46861540
CPC014_PC3_24H-hy-50878-10.0	hy 50878	2391		pc2391
CPC014_PC3_24H-hy-70044-10.0	hy 70044	2407		pc2407
CPC014_PC3_24H-isotretinoin-10.0	isotretinoin	5282379		pc5282379
CPC014_PC3_24H-k3644-10.0	k3644	441207		pc441207
CPC014_PC3_24H-k784-3188-10.0	k784 3188	24868313		pc24868313
CPC014_PC3_24H-km_00927-10.0	km 00927	5281067		pc5281067
CPC014_PC3_24H-l-6307-10.0	l 6307	2554		pc2554
CPC014_PC3_24H-m9948-10.0	m9948	5282409		pc5282409
CPC014_PC3_24H-mls-0091943.0001-10.0	mls 0091943.0001	637858		pc637858
CPC014_PC3_24H-mls-0435541.0001-10.0	mls 0435541.0001	2722		pc2722
CPC014_PC3_24H-p0030-10.0	p0030	11644425		pc11644425
CPC014_PC3_24H-p8624-10.0	p8624	2708		pc2708
CPC014_PC3_24H-pz0013-10.0	pz0013	31100		pc31100
CPC014_PC3_24H-r2146-10.0	r2146	9324		pc9324
CPC014_PC3_24H-rp1782780025-10.0	rp1782780025	66069		pc66069
CPC014_PC3_24H-s1003-10.0	s1003	5282478		pc5282478
CPC014_PC3_24H-s1014-10.0	s1014	10070529		pc10070529
CPC014_PC3_24H-s1017-10.0	s1017	90454		pc90454
CPC014_PC3_24H-s1019-10.0	s1019	47936		pc47936
CPC014_PC3_24H-s1042-10.0	s1042	28417		pc28417
CPC014_PC3_24H-s1053-10.0	s1053	91499		pc91499
CPC014_PC3_24H-s1064-10.0	s1064	6135		pc6135
CPC014_PC3_24H-s1084-10.0	s1084	5353574		pc5353574
CPC014_PC3_24H-s1095-10.0	s1095	5018304		pc5018304
CPC014_PC3_24H-s1104-10.0	s1104	448537		pc448537
CPC014_PC3_24H-s1118-10.0	s1118	62920		pc62920
CPC014_PC3_24H-s1120-10.0	s1120	8569		pc8569
CPC014_PC3_24H-s1122-10.0	s1122	5741		pc5741
CPC014_PC3_24H-s1142-10.0	s1142	49761481		pc49761481
CPC014_PC3_24H-s1169-10.0	s1169	65341		pc65341
CPC014_PC3_24H-s1170-10.0	s1170	60834		pc60834
CPC014_PC3_24H-s1176-10.0	s1176	9578507		pc9578507
CPC014_PC3_24H-s1205-10.0	s1205	10204		pc10204
CPC014_PC3_24H-s1222-10.0	s1222	5887		pc5887
CPC014_PC3_24H-s1252-10.0	s1252	9403		pc9403
CPC014_PC3_24H-s1266-10.0	s1266	441371		pc441371
CPC014_PC3_24H-s1527-10.0	s1527	5757		pc5757
CPC014_PC3_24H-s2001-10.0	s2001	222757		pc222757
CPC014_PC3_24H-s2004-10.0	s2004	5002		pc5002
CPC014_PC3_24H-s6005-10.0	s6005			s6005
CPC014_PC3_24H-sl-231-10.0	sl 231	60198		pc60198
CPC014_PC3_24H-st4062971-10.0	st4062971	9403		pc9403
CPC014_PC3_24H-stk249718-10.0	stk249718	60198		pc60198
CPC014_PC3_24H-stk397047-10.0	stk397047	5702161		pc5702161
CPC014_PC3_24H-stock1n-27488-10.0	stock1n 27488			stock1n27488
CPC014_PC3_24H-t018500-10.0	t018500	3396		pc3396
CPC014_PC3_24H-t0518-4011-10.0	t0518 4011			t05184011
CPC014_PC3_24H-t3205-10.0	t3205	9782		pc9782
CPC014_PC3_24H-t5212475-10.0	t5212475	5284373		pc5284373
CPC014_PC3_24H-t5323840-10.0	t5323840	6605258		pc6605258
CPC014_PC3_24H-tretinoin-10.0	tretinoin	444795		pc444795
CPC014_PC3_24H-trichostatin_a-10.0	trichostatin a	444732		pc444732
CPC014_PC3_24H-v2264-10.0	v2264	19081934		pc19081934
CPC014_PC3_24H-v4877-10.0	v4877	47936		pc47936
CPC014_PC3_24H-vorinostat-10.0	vorinostat	5311		pc5311
CPC014_PC3_24H-x0379-10.0	x0379	108029		pc108029
CPC014_PC3_6H-15-delta_prostaglandin_j2-10.0	15 delta prostaglandin j2	4051		pc4051
CPC014_PC3_6H-BRD-A06929388-10.0	brd a06929388	47936		pc47936
CPC014_PC3_6H-BRD-A11702965-10.0	brd a11702965	6197		pc6197
CPC014_PC3_6H-BRD-A20697603-10.0	brd a20697603	446541		pc446541
CPC014_PC3_6H-BRD-A25337146-10.0	brd a25337146	5284373		pc5284373
CPC014_PC3_6H-BRD-A26199074-10.0	brd a26199074	10392025		pc10392025
CPC014_PC3_6H-BRD-A52193669-10.0	brd a52193669	3387354		pc3387354
CPC014_PC3_6H-BRD-A59145032-10.0	brd a59145032	30323		pc30323
CPC014_PC3_6H-BRD-A60245366-10.0	brd a60245366	441207		pc441207
CPC014_PC3_6H-BRD-A77467113-10.0	brd a77467113	2724385		pc2724385
CPC014_PC3_6H-BRD-A80960055-10.0	brd a80960055	19529		pc19529
CPC014_PC3_6H-BRD-K01436366-10.0	brd k01436366	49761481		pc49761481
CPC014_PC3_6H-BRD-K04923131-10.0	brd k04923131	31703		pc31703
CPC014_PC3_6H-BRD-K07061353-10.0	brd k07061353	65348		pc65348
CPC014_PC3_6H-BRD-K19220233-10.0	brd k19220233	9403		pc9403
CPC014_PC3_6H-BRD-K19540840-10.0	brd k19540840	47936		pc47936
CPC014_PC3_6H-BRD-K25311561-10.0	brd k25311561	5288382		pc5288382
CPC014_PC3_6H-BRD-K38615104-10.0	brd k38615104	348482		pc348482
CPC014_PC3_6H-BRD-K39944607-10.0	brd k39944607	6518171		pc6518171
CPC014_PC3_6H-BRD-K40175214-10.0	brd k40175214	16078973		pc16078973
CPC014_PC3_6H-BRD-K50140147-10.0	brd k50140147			brdk50140147
CPC014_PC3_6H-BRD-K50387473-10.0	brd k50387473	3392731		pc3392731
CPC014_PC3_6H-BRD-K52911425-10.0	brd k52911425			brdk52911425
CPC014_PC3_6H-BRD-K56343971-10.0	brd k56343971			brdk56343971
CPC014_PC3_6H-BRD-K64857848-10.0	brd k64857848	9829836		pc9829836
CPC014_PC3_6H-BRD-K68174511-10.0	brd k68174511	4055		pc4055
CPC014_PC3_6H-BRD-K69852452-10.0	brd k69852452	2236		pc2236
CPC014_PC3_6H-BRD-K70161581-10.0	brd k70161581			brdk70161581
CPC014_PC3_6H-BRD-K72703948-10.0	brd k72703948			brdk72703948
CPC014_PC3_6H-BRD-K75081836-10.0	brd k75081836	5746		pc5746
CPC014_PC3_6H-BRD-K79404599-10.0	brd k79404599			brdk79404599
CPC014_PC3_6H-BRD-K83972459-10.0	brd k83972459	379077		pc379077
CPC014_PC3_6H-BRD-K91701654-10.0	brd k91701654	439501		pc439501
CPC014_PC3_6H-BRD-K97764662-10.0	brd k97764662	49761481		pc49761481
CPC014_PC3_6H-BRD-U00779237-10.0	brd u00779237	4614		pc4614
CPC014_PC3_6H-BRD-U25771771-10.0	brd u25771771	62878		pc62878
CPC014_PC3_6H-BRD-U29336476-10.0	brd u29336476	9929138		pc9929138
CPC014_PC3_6H-BRD-U33728988-10.0	brd u33728988	637858		pc637858
CPC014_PC3_6H-BRD-U51951544-10.0	brd u51951544	5284613		pc5284613
CPC014_PC3_6H-BRD-U64289953-10.0	brd u64289953	446541		pc446541
CPC014_PC3_6H-BRD-U73238814-10.0	brd u73238814	6420094		pc6420094
CPC014_PC3_6H-BRD-U74615290-10.0	brd u74615290	493570		pc493570
CPC014_PC3_6H-BRD-U86922168-10.0	brd u86922168			brdu86922168
CPC014_PC3_6H-a-1065-10.0	a 1065	5281847		pc5281847
CPC014_PC3_6H-a-275-10.0	a 275	6857791		pc6857791
CPC014_PC3_6H-a2478-10.0	a2478	10392025		pc10392025
CPC014_PC3_6H-a3145-10.0	a3145	63009		pc63009
CPC014_PC3_6H-b3063-10.0	b3063	9578507		pc9578507
CPC014_PC3_6H-b4313-10.0	b4313	63009		pc63009
CPC014_PC3_6H-bl-073-10.0	bl 073	5702161		pc5702161
CPC014_PC3_6H-c3930-10.0	c3930	6540478		pc6540478
CPC014_PC3_6H-ct-incb-10.0	ct incb	452548		pc452548
CPC014_PC3_6H-e3380-10.0	e3380	3132		pc3132
CPC014_PC3_6H-ei-148-10.0	ei 148	73384		pc73384
CPC014_PC3_6H-ei-156-10.0	ei 156	65399		pc65399
CPC014_PC3_6H-ei-215-10.0	ei 215	5564		pc5564
CPC014_PC3_6H-ei-231-10.0	ei 231	11644425		pc11644425
CPC014_PC3_6H-ei-293-10.0	ei 293	1103147		pc1103147
CPC014_PC3_6H-ei-328-10.0	ei 328	6103		pc6103
CPC014_PC3_6H-ei-332-10.0	ei 332	36314		pc36314
CPC014_PC3_6H-erlotinib-10.0	erlotinib	176870		pc176870
CPC014_PC3_6H-geldanamycin-10.0	geldanamycin	5288382		pc5288382
CPC014_PC3_6H-gr-231-10.0	gr 231	23664709		pc23664709
CPC014_PC3_6H-gr-237-10.0	gr 237	66368		pc66368
CPC014_PC3_6H-h7270-10.0	h7270	10041070		pc10041070
CPC014_PC3_6H-hy-10044-10.0	hy 10044	680502		pc680502
CPC014_PC3_6H-hy-10159-10.0	hy 10159	441325		pc441325
CPC014_PC3_6H-hy-10344-10.0	hy 10344	60496		pc60496
CPC014_PC3_6H-hy-10459-10.0	hy 10459	2179		pc2179
CPC014_PC3_6H-hy-10518-10.0	hy 10518	5327723		pc5327723
CPC014_PC3_6H-hy-11001-10.0	hy 11001	2315		pc2315
CPC014_PC3_6H-hy-11004-10.0	hy 11004			hy11004
CPC014_PC3_6H-hy-11005-10.0	hy 11005	6855		pc6855
CPC014_PC3_6H-hy-11006-10.0	hy 11006	9929138		pc9929138
CPC014_PC3_6H-hy-11066-10.0	hy 11066	9782		pc9782
CPC014_PC3_6H-hy-50878-10.0	hy 50878	2391		pc2391
CPC014_PC3_6H-hy-70044-10.0	hy 70044	2407		pc2407
CPC014_PC3_6H-hy-70061-10.0	hy 70061	73384		pc73384
CPC014_PC3_6H-k784-3188-10.0	k784 3188	24868313		pc24868313
CPC014_PC3_6H-km_00927-10.0	km 00927	5281067		pc5281067
CPC014_PC3_6H-l-6307-10.0	l 6307	2554		pc2554
CPC014_PC3_6H-mls-0435541.0001-10.0	mls 0435541.0001	2722		pc2722
CPC014_PC3_6H-p8624-10.0	p8624	2708		pc2708
CPC014_PC3_6H-pz0013-10.0	pz0013	31100		pc31100
CPC014_PC3_6H-r2146-10.0	r2146	9324		pc9324
CPC014_PC3_6H-r3904-10.0	r3904	2722		pc2722
CPC014_PC3_6H-rf_01079-10.0	rf 01079	5755		pc5755
CPC014_PC3_6H-s1003-10.0	s1003	5282478		pc5282478
CPC014_PC3_6H-s1019-10.0	s1019	47936		pc47936
CPC014_PC3_6H-s1039-10.0	s1039	5284373		pc5284373
CPC014_PC3_6H-s1042-10.0	s1042	28417		pc28417
CPC014_PC3_6H-s1053-10.0	s1053	91499		pc91499
CPC014_PC3_6H-s1095-10.0	s1095	5018304		pc5018304
CPC014_PC3_6H-s1104-10.0	s1104	448537		pc448537
CPC014_PC3_6H-s1118-10.0	s1118	62920		pc62920
CPC014_PC3_6H-s1120-10.0	s1120	8569		pc8569
CPC014_PC3_6H-s1122-10.0	s1122	5741		pc5741
CPC014_PC3_6H-s1142-10.0	s1142	49761481		pc49761481
CPC014_PC3_6H-s1169-10.0	s1169	65341		pc65341
CPC014_PC3_6H-s1205-10.0	s1205	10204		pc10204
CPC014_PC3_6H-s1266-10.0	s1266	441371		pc441371
CPC014_PC3_6H-stk249718-10.0	stk249718	60198		pc60198
CPC014_PC3_6H-stk397047-10.0	stk397047	5702161		pc5702161
CPC014_PC3_6H-stock1n-27488-10.0	stock1n 27488			stock1n27488
CPC014_PC3_6H-stock1s-53863-10.0	stock1s 53863	5362065		pc5362065
CPC014_PC3_6H-t018500-10.0	t018500	3396		pc3396
CPC014_PC3_6H-t3205-10.0	t3205	9782		pc9782
CPC014_PC3_6H-t5212475-10.0	t5212475	5284373		pc5284373
CPC014_PC3_6H-t5323840-10.0	t5323840	6605258		pc6605258
CPC014_PC3_6H-trichostatin_a-10.0	trichostatin a	444732		pc444732
CPC014_PC3_6H-v4877-10.0	v4877	47936		pc47936
CPC014_PC3_6H-vorinostat-10.0	vorinostat	5311		pc5311
CPC014_PC3_6H-wortmannin-10.0	wortmannin	312145		pc312145
CPC014_PHH_24H-BRD-A11702965-10.0	brd a11702965	6197		pc6197
CPC014_PHH_24H-BRD-A20697603-10.0	brd a20697603	446541		pc446541
CPC014_PHH_24H-BRD-A52193669-10.0	brd a52193669	3387354		pc3387354
CPC014_PHH_24H-BRD-A60245366-10.0	brd a60245366	441207		pc441207
CPC014_PHH_24H-BRD-A80574334-10.0	brd a80574334	5281004		pc5281004
CPC014_PHH_24H-BRD-A80960055-10.0	brd a80960055	19529		pc19529
CPC014_PHH_24H-BRD-A84327315-10.0	brd a84327315	49761481		pc49761481
CPC014_PHH_24H-BRD-K01436366-10.0	brd k01436366	49761481		pc49761481
CPC014_PHH_24H-BRD-K14880289-10.0	brd k14880289	9829836		pc9829836
CPC014_PHH_24H-BRD-K19540840-10.0	brd k19540840	47936		pc47936
CPC014_PHH_24H-BRD-K24102129-10.0	brd k24102129	47936		pc47936
CPC014_PHH_24H-BRD-K34387287-10.0	brd k34387287	2554		pc2554
CPC014_PHH_24H-BRD-K39944607-10.0	brd k39944607	6518171		pc6518171
CPC014_PHH_24H-BRD-K40175214-10.0	brd k40175214	16078973		pc16078973
CPC014_PHH_24H-BRD-K40300908-10.0	brd k40300908	5405		pc5405
CPC014_PHH_24H-BRD-K50140147-10.0	brd k50140147			brdk50140147
CPC014_PHH_24H-BRD-K52911425-10.0	brd k52911425			brdk52911425
CPC014_PHH_24H-BRD-K64857848-10.0	brd k64857848	9829836		pc9829836
CPC014_PHH_24H-BRD-K68174511-10.0	brd k68174511	4055		pc4055
CPC014_PHH_24H-BRD-K69852452-10.0	brd k69852452	2236		pc2236
CPC014_PHH_24H-BRD-K72703948-10.0	brd k72703948			brdk72703948
CPC014_PHH_24H-BRD-K75081836-10.0	brd k75081836	5746		pc5746
CPC014_PHH_24H-BRD-K83972459-10.0	brd k83972459	379077		pc379077
CPC014_PHH_24H-BRD-K88551539-10.0	brd k88551539	28061		pc28061
CPC014_PHH_24H-BRD-U29336476-10.0	brd u29336476	9929138		pc9929138
CPC014_PHH_24H-BRD-U33728988-10.0	brd u33728988	637858		pc637858
CPC014_PHH_24H-BRD-U51951544-10.0	brd u51951544	5284613		pc5284613
CPC014_PHH_24H-BRD-U64289953-10.0	brd u64289953	446541		pc446541
CPC014_PHH_24H-a-1065-10.0	a 1065	5281847		pc5281847
CPC014_PHH_24H-bl-052-10.0	bl 052	2407		pc2407
CPC014_PHH_24H-bl-077-10.0	bl 077	5282409		pc5282409
CPC014_PHH_24H-e3380-10.0	e3380	3132		pc3132
CPC014_PHH_24H-ei-215-10.0	ei 215	5564		pc5564
CPC014_PHH_24H-ei-231-10.0	ei 231	11644425		pc11644425
CPC014_PHH_24H-ei-232-10.0	ei 232	5757		pc5757
CPC014_PHH_24H-ei-286-10.0	ei 286	312145		pc312145
CPC014_PHH_24H-ei-332-10.0	ei 332	36314		pc36314
