DrugName	DrugID_ChEMBL	DrugID_DrugBank	DrugID_SMILES	DrugID_PC
omipalisib	chembl1236962	db12703	coc1=c(c=c(c=n1)c2=cc3=c(c=cn=c3c=c2)c4=cn=nc=c4)ns(=o)(=o)c5=c(c=c(c=c5)f)f	25167777
oprozomib	chembl2103884	db11991	cc1=nc=c(s1)c(=o)n[c@@h](coc)c(=o)n[c@@h](coc)c(=o)n[c@@h](cc2=cc=cc=c2)c(=o)[c@]3(co3)c	25067547
orantinib	chembl274654	db12072	cc1=c(nc(=c1ccc(=o)o)c)/c=c\2/c3=cc=cc=c3nc2=o	5329099
orphenadrine (chloride)	chembl1201023	db01173	cc1=cc=cc=c1c(c2=cc=cc=c2)occn(c)c.cl	9568
orphenadrine citrate	chembl1200395	db01173	cc1=cc=cc=c1c(c2=cc=cc=c2)occn(c)c.c(c(=o)o)c(cc(=o)o)(c(=o)o)o	83823
osi-027	chembl3120215	db12387	coc1=cc=cc2=c/c(=c/3\c4=c(n=cnn4c(=n3)c5ccc(cc5)c(=o)o)n)/n=c21	44224160
osi-930	chembl1614710	db05913	c1=cc=c2c(=c1)c(=cc=n2)cnc3=c(sc=c3)c(=o)nc4=cc=c(c=c4)oc(f)(f)f	9868037
osimertinib	chembl3353410	db09330	cn1c=c(c2=cc=cc=c21)c3=nc(=nc=c3)nc4=c(c=c(c(=c4)nc(=o)c=c)n(c)ccn(c)c)oc	71496458
otenzepad	chembl17045	NA	ccn(cc)cc1ccccn1cc(=o)n2c3=cc=cc=c3c(=o)nc4=c2n=cc=c4	107867
oxaliplatin	chembl414804	db00526	NA	6857599
oxcarbazepine	chembl1068	db00776	c1c2=cc=cc=c2n(c3=cc=cc=c3c1=o)c(=o)n	34312
oxybutynin	chembl1231	db01062	ccn(cc)cc#ccoc(=o)c(c1ccccc1)(c2=cc=cc=c2)o	4634
oxymetazoline hydrochloride	chembl1200791	db00935	cc1=cc(=c(c(=c1cc2=nccn2)c)o)c(c)(c)c.cl	66259
oxytocin	chembl395429	db00107	cc[c@h](c)[c@h]1c(=o)n[c@h](c(=o)n[c@h](c(=o)n[c@@h](cssc[c@@h](c(=o)n[c@h](c(=o)n1)cc2=cc=c(c=c2)o)n)c(=o)n3ccc[c@h]3c(=o)n[c@@h](cc(c)c)c(=o)ncc(=o)n)cc(=o)n)ccc(=o)n	439302
pa-799	chembl1684984	db13051	cs(=o)(=o)n1ccc2=c(n=c(n=c21)n3ccocc3)c4=cn=c(n=c4)n	49784945
paclitaxel poliglumex	chembl2108628	NA	NA	NA
palbociclib	chembl189963	db09073	cc1=c(c(=o)n(c2=nc(=nc=c12)nc3=nc=c(c=c3)n4ccncc4)c5cccc5)c(=o)c	5330286
pamidronic acid	chembl834	db00282	c(cn)c(o)(p(=o)(o)o)p(=o)(o)o	4674
pancuronium bromide	chembl1200757	db01337	cc(=o)o[c@h]1c[c@@h]2cc[c@@h]3[c@@h]([c@]2(c[c@@h]1[n+]4(ccccc4)c)c)cc[c@]5([c@h]3c[c@@h]([c@@h]5oc(=o)c)[n+]6(ccccc6)c)c.[br-].[br-]	27350
panitumumab	chembl1201827	db01269	NA	NA
panobinostat lactate	chembl3545368	db06603	cc1=c(c2=cc=cc=c2n1)ccncc3=cc=c(c=c3)/c=c/c(=o)no.cc(c(=o)o)o	23725423
panulisib	chembl3545322	NA	NA	56947515
papaverine	chembl19224	db01113	coc1=c(c=c(c=c1)cc2=nc=cc3=cc(=c(c=c32)oc)oc)oc	4680
pardoprunox	chembl2103832	db12061	cn1ccn(cc1)c2=cc=cc3=c2oc(=o)n3	6918525
pazopanib hydrochloride	chembl1201733	db06589	cc1=c(c=c(c=c1)nc2=nc=cc(=n2)n(c)c3=cc4=nn(c(=c4c=c3)c)c)s(=o)(=o)n.cl	11525740
pd-0325901	chembl507361	db07101	c1=cc(=c(c=c1i)f)nc2=c(c=cc(=c2f)f)c(=o)noc[c@@h](co)o	9826528
pd-173074	chembl189584	NA	ccn(cc)ccccnc1=nc2=nc(=c(c=c2c=n1)c3=cc(=cc(=c3)oc)oc)nc(=o)nc(c)(c)c	1401
pegpleranib sodium	chembl3301576	NA	NA	NA
pembrolizumab	chembl2364654	db09037	NA	NA
penicillamine	chembl1430	db00859	cc(c)([c@h](c(=o)o)n)s	5852
penicillin g sodium	chembl1126	db01053	cc1([c@@h](n2[c@h](s1)[c@@h](c2=o)nc(=o)cc3=cc=cc=c3)c(=o)[o-])c.[na+]	23668834
pentobarbital sodium	chembl971	db00312	cccc(c)c1(c(=o)nc(=o)[n-]c1=o)cc.[na+]	14075609
pentosan polysulfate sodium	chembl1201516	NA	NA	NA
perfosfamide	chembl61511	db12727	c1cop(=o)(nc1oo)n(cccl)cccl	38347
pergolide mesylate	chembl1275	db01186	cccn1c[c@@h](c[c@h]2[c@h]1cc3=cnc4=cc=cc2=c34)csc.cs(=o)(=o)o	47811
perphenazine	chembl567	db00850	c1cn(ccn1cccn2c3=cc=cc=c3sc4=c2c=c(c=c4)cl)cco	4748
pexmetinib	chembl3545297	NA	NA	24765037
pf-00477736	chembl3545137	NA	cn1c=c(c=n1)c2=nc3=c4c2=cnnc(=o)c4=cc(=c3)nc(=o)c(c5ccccc5)n	23402305
pf-04691502	chembl1234354	db11974	cc1=c2c=c(c(=o)n(c2=nc(=n1)n)c3ccc(cc3)occo)c4=cn=c(c=c4)oc	25033539
pf-06372865	chembl3707402	NA	NA	76287260
pha-665752	chembl450786	NA	cc1=c(nc(=c1c(=o)n2ccc[c@@h]2cn3cccc3)c)/c=c\4/c5=c(c=cc(=c5)s(=o)(=o)cc6=c(c=cc=c6cl)cl)nc4=o	10461815
pha-793887	chembl1230607	db12686	cc(c)cc(=o)nc1=nnc2=c1cn(c2(c)c)c(=o)c3ccn(cc3)c	46191454
phenacemide	chembl918	db01121	c1=cc=c(c=c1)cc(=o)nc(=o)n	4753
phenazopyridine hydrochloride	chembl1201022	db01438	c1=cc=c(c=c1)n=nc2=c(n=c(c=c2)n)n.cl	8691
phenmetrazine	chembl1201208	db00830	cc1c(occn1)c2=cc=cc=c2	4762
phenothiazine	chembl828	NA	c1=cc=c2c(=c1)nc3=cc=cc=c3s2	7108
phenoxybenzamine hydrochloride	chembl1200787	db00925	cc(coc1=cc=cc=c1)n(cccl)cc2=cc=cc=c2.cl	5284441
phenprocoumon	chembl1465	db00946	ccc(c1=cc=cc=c1)c2=c(c3=cc=cc=c3oc2=o)o	54680692
phentolamine mesylate	chembl1200873	db00692	cc1=cc=c(c=c1)n(cc2=nccn2)c3=cc(=cc=c3)o.cs(=o)(=o)o	91430
phenylephrine	chembl1215	db00388	cnc[c@@h](c1=cc(=cc=c1)o)o	6041
phenylthiourea	chembl263376	db03694	c1=cc=c(c=c1)nc(=s)n	676454
phenytoin sodium	chembl1611	db00252	c1=cc=c(c=c1)c2(c(=o)nc(=n2)[o-])c3=cc=cc=c3.[na+]	23679632
phorbol myristate acetate	chembl279115	NA	cccccccccccccc(=o)o[c@@h]1[c@h]([c@]2([c@@h](c=c(c[c@]3([c@h]2c=c(c3=o)c)o)co)[c@h]4[c@@]1(c4(c)c)oc(=o)c)o)c	27924
pi-103	chembl573339	NA	c1coccn1c2=nc(=nc3=c2oc4=c3c=cc=n4)c5=cc(=cc=c5)o	9884685
picrotoxin	chembl1908342	db00466	cc(=c)[c@@h]1[c@@h]2[c@@h]3[c@@]4([c@]([c@h]1c(=o)o2)(c[c@@h]5c4(o5)c(=o)o3)o)c.c[c@@]12[c@h]3[c@h]4[c@h]([c@@h]([c@@]1(c[c@@h]5c2(o5)c(=o)o3)o)c(=o)o4)c(c)(c)o	57402144
picrotoxinin	chembl47244	NA	cc(=c)[c@@h]1[c@@h]2[c@@h]3[c@@]4([c@]([c@h]1c(=o)o2)(c[c@@h]5[c@]4(o5)c(=o)o3)o)c	442292
pictilisib	chembl521851	db11663	cs(=o)(=o)n1ccn(cc1)cc2=cc3=c(s2)c(=nc(=n3)c4=c5c=nnc5=cc=c4)n6ccocc6	17755052
pilaralisib	chembl3218575	db11772	cc1=cc=c(c=c1)s(=o)(=o)nc2=nc3=cc=cc=c3n=c2nc4=cc5=nsn=c5c=c4	1893730
pilocarpine	chembl550	db01085	cc[c@h]1[c@h](coc1=o)cc2=cn=cn2c	5910
pimasertib	chembl2107832	NA	c1=cc(=c(c=c1i)f)nc2=c(c=cn=c2)c(=o)nc[c@@h](co)o	44187362
pimozide	chembl1423	db01100	c1cn(ccc1n2c3=cc=cc=c3nc2=o)cccc(c4=cc=c(c=c4)f)c5=cc=c(c=c5)f	16362
pindolol	chembl500	db00960	cc(c)ncc(coc1=cc=cc2=c1c=cn2)o	4828
pioglitazone	chembl595	db01132	ccc1=cn=c(c=c1)ccoc2=cc=c(c=c2)cc3c(=o)nc(=o)s3	4829
pipamperone	chembl440294	db09286	c1ccn(cc1)c2(ccn(cc2)cccc(=o)c3=cc=c(c=c3)f)c(=o)n	4830
pipecuronium bromide	chembl1200722	db01338	cc(=o)o[c@h]1c[c@@h]2cc[c@@h]3[c@@h]([c@]2(c[c@@h]1n4cc[n+](cc4)(c)c)c)cc[c@]5([c@h]3c[c@@h]([c@@h]5oc(=o)c)n6cc[n+](cc6)(c)c)c.[br-].[br-]	65332
pirenzepine	chembl9967	db00670	cn1ccn(cc1)cc(=o)n2c3=cc=cc=c3c(=o)nc4=c2n=cc=c4	4848
pirfenidone	chembl1256391	db04951	cc1=cn(c(=o)c=c1)c2=cc=cc=c2	40632
piribedil (chembl1371770)	chembl1371770	db12478	c1cn(ccn1cc2=cc3=c(c=c2)oco3)c4=nc=cc=n4	4850
piroxicam	chembl527	db00554	cn1c(=c(c2=cc=cc=c2s1(=o)=o)o)c(=o)nc3=cc=cc=n3	54676228
plinabulin	chembl1096380	NA	cc(c)(c)c1=c(n=cn1)/c=c\2/c(=o)n/c(=c\c3=cc=cc=c3)/c(=o)n2	9949641
plx-3397	chembl3545158	NA	NA	25151352
plx-4720	chembl1230020	db06999	cccs(=o)(=o)nc1=c(c(=c(c=c1)f)c(=o)c2=cnc3=nc=c(c=c23)cl)f	24180719
polyethylene glycol	chembl1201478	db09287	NA	174
poziotinib	chembl3545154	db12114	coc1=c(c=c2c(=c1)n=cn=c2nc3=c(c(=c(c=c3)cl)cl)f)oc4ccn(cc4)c(=o)c=c	25127713
pramlintide	chembl1201669	db01278	cc[c@h](c)[c@@h](c(=o)n[c@@h](cc(c)c)c(=o)n1ccc[c@h]1c(=o)n2ccc[c@h]2c(=o)n[c@@h]([c@@h](c)o)c(=o)n[c@@h](cc(=o)n)c(=o)n[c@@h](c(c)c)c(=o)ncc(=o)n[c@@h](co)c(=o)n[c@@h](cc(=o)n)c(=o)n[c@@h]([c@@h](c)o)c(=o)n[c@@h](cc3=cc=c(c=c3)o)c(=o)n)nc(=o)[c@@h]4cccn4c(=o)cnc(=o)[c@h](cc5=cc=cc=c5)nc(=o)[c@h](cc(=o)n)nc(=o)[c@h](cc(=o)n)nc(=o)[c@h](co)nc(=o)[c@h](co)nc(=o)[c@h](cc6=cnc=n6)nc(=o)[c@h](c(c)c)nc(=o)[c@h](cc(c)c)nc(=o)[c@h](cc7=cc=cc=c7)nc(=o)[c@h](cc(=o)n)nc(=o)[c@h](c)nc(=o)[c@h](cc(c)c)nc(=o)[c@h](cccnc(=n)n)nc(=o)[c@h](ccc(=o)n)nc(=o)[c@h]([c@@h](c)o)nc(=o)[c@h](c)nc(=o)[c@@h]8cssc[c@@h](c(=o)n[c@h](c(=o)n[c@h](c(=o)n[c@h](c(=o)n[c@h](c(=o)n8)[c@@h](c)o)c)[c@@h](c)o)cc(=o)n)nc(=o)[c@h](ccccn)n	NA
prasugrel	chembl1201772	db06209	cc(=o)oc1=cc2=c(s1)ccn(c2)c(c3=cc=cc=c3f)c(=o)c4cc4	6918456
pravastatin	chembl690	db00175	cc[c@h](c)c(=o)o[c@h]1c[c@@h](c=c2[c@h]1[c@h]([c@h](c=c2)c)cc[c@h](c[c@h](cc(=o)o)o)o)o	16759173
prednisolone	chembl131	db00860	c[c@]12c[c@@h]([c@h]3[c@h]([c@@h]1cc[c@@]2(c(=o)co)o)ccc4=cc(=o)c=c[c@]34c)o	5755
prednisone	chembl635	db00635	c[c@]12cc(=o)[c@h]3[c@h]([c@@h]1cc[c@@]2(c(=o)co)o)ccc4=cc(=o)c=c[c@]34c	5865
pregabalin	chembl1059	db00230	cc(c)c[c@@h](cc(=o)o)cn	5486971
pregnenolone	chembl77462	db02789	cc(=o)[c@h]1cc[c@@h]2[c@@]1(cc[c@h]3[c@h]2cc=c4[c@@]3(cc[c@@h](c4)o)c)c	5702134
prexasertib	chembl3544911	db12008	coc1=c(c(=cc=c1)occcn)c2=cc(=nn2)nc3=nc=c(n=c3)c#n	46700756
prilocaine	chembl1194	db00750	cccnc(c)c(=o)nc1=cc=cc=c1c	4906
prilocaine hydrochloride	chembl1200586	db00750	cccnc(c)c(=o)nc1=cc=cc=c1c.cl	92163
prinomastat	chembl75094	db05100	cc1([c@@h](n(ccs1)s(=o)(=o)c2=cc=c(c=c2)oc3=cc=nc=c3)c(=o)no)c	466151
probenecid	chembl897	db01032	cccn(ccc)s(=o)(=o)c1=cc=c(c=c1)c(=o)o	4911
procainamide hydrochloride	chembl605	db01035	ccn(cc)ccnc(=o)c1=cc=c(c=c1)n.cl	66068
procaine hydrochloride	chembl1200841	db00721	ccn(cc)ccoc(=o)c1=cc=c(c=c1)n.cl	5795
procarbazine	chembl1321	db01168	cc(c)nc(=o)c1=cc=c(c=c1)cnnc	4915
prochlorperazine	chembl728	db00433	cn1ccn(cc1)cccn2c3=cc=cc=c3sc4=c2c=c(c=c4)cl	4917
propafenone	chembl631	db01182	cccncc(coc1=cc=cc=c1c(=o)ccc2=cc=cc=c2)o	4932
propafenone hydrochloride	chembl1201063	db01182	cccncc(coc1=cc=cc=c1c(=o)ccc2=cc=cc=c2)o.cl	36708
proparacaine	chembl1196	db00807	cccoc1=c(c=c(c=c1)c(=o)occn(cc)cc)n	4935
proparacaine hydrochloride	chembl1200464	db00807	cccoc1=c(c=c(c=c1)c(=o)occn(cc)cc)n.cl	517321
propoxycaine hydrochloride	chembl1769	db09342	cccoc1=c(c=cc(=c1)n)c(=o)occn(cc)cc.cl	11078
propoxyphene	chembl1213351	db00647	ccc(=o)o[c@](cc1=cc=cc=c1)(c2=cc=cc=c2)[c@h](c)cn(c)c	10100
propylthiouracil	chembl1518	db00550	cccc1=cc(=o)nc(=s)n1	657298
protriptyline	chembl668	db00344	cncccc1c2=cc=cc=c2c=cc3=cc=cc=c13	4976
proxyphylline	chembl37390	NA	cc(cn1c=nc2=c1c(=o)n(c(=o)n2c)c)o	4977
pumosetrag	chembl1643880	db12402	c1cn2ccc1[c@h](c2)nc(=o)c3=cnc4=c(c3=o)sc=c4	154104
puquitinib	chembl3545088	NA	NA	NA
pwt-33587	chembl3545006	NA	NA	NA
pyrazinamide	chembl614	db00339	c1=cn=c(c=n1)c(=o)n	1046
pyrimethamine	chembl36	db00205	ccc1=c(c(=nc(=n1)n)n)c2=cc=c(c=c2)cl	4993
pyroxamide	chembl353581	db12847	c1=cc(=cn=c1)nc(=o)ccccccc(=o)no	4996
quinidine gluconate	chembl1200437	db00908	coc1=cc2=c(c=cn=c2c=c1)[c@@h]([c@h]3c[c@@h]4ccn3c[c@@h]4c=c)o.c([c@h]([c@h]([c@@h]([c@h](c(=o)o)o)o)o)o)o	94328
quinidine polygalacturonate	chembl1201486	NA	NA	64641
quinidine sulfate	chembl3707183	db00908	coc1=cc2=c(c=cn=c2c=c1)[c@@h]([c@h]3c[c@@h]4ccn3c[c@@h]4c=c)o.coc1=cc2=c(c=cn=c2c=c1)[c@@h]([c@h]3c[c@@h]4ccn3c[c@@h]4c=c)o.o.o.os(=o)(=o)o	656862
quinpirole	chembl240773	NA	cccn1ccc[c@h]2[c@h]1cc3=c(c2)nn=c3	54562
quinuclidinyl benzilate	chembl12980	NA	c1cn2ccc1c(c2)oc(=o)c(c3=cc=cc=c3)(c4=cc=cc=c4)o	23056
quisinostat	chembl2105763	db12985	cn1c=c(c2=cc=cc=c21)cncc3ccn(cc3)c4=nc=c(c=n4)c(=o)no	11538455
quizartinib	chembl576982	db12874	cc(c)(c)c1=cc(=no1)nc(=o)nc2=cc=c(c=c2)c3=cn4c5=c(c=c(c=c5)occn6ccocc6)sc4=n3	24889392
rabeprazole	chembl1219	db01129	cc1=c(c=cn=c1cs(=o)c2=nc3=cc=cc=c3n2)occcoc	5029
ralfinamide	chembl2107771	NA	c[c@@h](c(=o)n)ncc1=cc=c(c=c1)occ2=cc=cc=c2f	5745207
raloxifene	chembl81	db00481	c1ccn(cc1)ccoc2=cc=c(c=c2)c(=o)c3=c(sc4=c3c=cc(=c4)o)c5=cc=c(c=c5)o	5035
raltitrexed	chembl225071	db00293	cc1=nc(=o)c2=c(n1)c=cc(=c2)cn(c)c3=cc=c(s3)c(=o)n[c@@h](ccc(=o)o)c(=o)o	104758
ranitidine	chembl512	db00863	cnc(=c[n+](=o)[o-])nccscc1=cc=c(o1)cn(c)c	3001055
rapacuronium bromide	chembl1200549	db04834	ccc(=o)o[c@h]1[c@h](c[c@@h]2[c@@]1(cc[c@h]3[c@h]2cc[c@@h]4[c@@]3(c[c@@h]([c@h](c4)oc(=o)c)n5ccccc5)c)c)[n+]6(ccccc6)cc=c.[br-]	5311398
rapastinel	chembl3544917	db11801	c[c@h]([c@@h](c(=o)n1ccc[c@h]1c(=o)n2ccc[c@h]2c(=o)n[c@@h]([c@@h](c)o)c(=o)n)n)o	14539800
rauwolfia serpentina	chembl3559672	db09363	NA	NA
rauwolscine	chembl10347	NA	coc(=o)[c@@h]1[c@h](cc[c@h]2[c@@h]1c[c@h]3c4=c(ccn3c2)c5=cc=cc=c5n4)o	643606
ravidasvir	chembl3121849	NA	cc(c)[c@@h](c(=o)n1ccc[c@h]1c2=nc3=c(n2)c=c(c=c3)c4=cc5=c(c=c4)c=c(c=c5)c6=cn=c(n6)[c@@h]7cccn7c(=o)[c@h](c(c)c)nc(=o)oc)nc(=o)oc	52918888
recilisib	chembl2219421	NA	c1=cc(=cc=c1cs(=o)(=o)/c=c/c2=cc=c(c=c2)c(=o)o)cl	9884220
refametinib	chembl2138601	NA	coc1=cc(=c(c(=c1ns(=o)(=o)c2(cc2)cc(co)o)nc3=c(c=c(c=c3)i)f)f)f	15985330
regn-421	chembl2109383	NA	NA	NA
regramostim	chembl2107881	NA	NA	NA
renzapride	chembl159825	db04917	coc1=cc(=c(c=c1c(=o)nc2ccn3ccc2c3)cl)n	44374544
resequinil	chembl2107801	NA	cc1=n/c(=c\2/c=c3c(=nc2=o)c=cn=c3c4=cc(=cc=c4)oc)/no1	9862502
reserpine	chembl772	db00206	co[c@h]1[c@@h](c[c@@h]2cn3ccc4=c([c@h]3c[c@@h]2[c@@h]1c(=o)oc)nc5=c4c=cc(=c5)oc)oc(=o)c6=cc(=c(c(=c6)oc)oc)oc	5770
resveratrol	chembl165	db02709	c1=cc(=cc=c1/c=c/c2=cc(=cc(=c2)o)o)o	445154
rg-1530	chembl1980391	NA	cc1=c2c(=nc3=cc(=c(c=c3c(=n2)c4=cc=cc=c4cl)f)oc)nn1	11610113
rg-547	chembl384304	db08094	coc1=c(c(=c(c=c1)f)f)c(=o)c2=cn=c(n=c2n)nc3ccn(cc3)s(=o)(=o)c	6918852
rg-7666	chembl3545324	NA	NA	NA
rg3487	chembl3544952	NA	NA	10380472
rgb-286638	chembl3545083	NA	coccn1ccn(cc1)cc2=cc=c(c=c2)c3=nnc4=c3c(=o)c5=c4c=cc=c5nc(=o)nn6ccocc6	11285002
ribociclib	chembl3545110	db11730	cn(c)c(=o)c1=cc2=cn=c(n=c2n1c3cccc3)nc4=nc=c(c=c4)n5ccncc5	44631912
ricolinostat	chembl2364628	db12376	c1=cc=c(c=c1)n(c2=cc=cc=c2)c3=nc=c(c=n3)c(=o)nccccccc(=o)no	53340666
rigosertib	chembl1241855	db12146	coc1=c(c=c(c=c1)cs(=o)(=o)/c=c/c2=c(c=c(c=c2oc)oc)oc)ncc(=o)o	6918736
riluzole	chembl744	db00740	c1=cc2=c(c=c1oc(f)(f)f)sc(=n2)n	5070
riociguat	chembl2107834	db08931	cn(c1=c(n=c(n=c1n)c2=nn(c3=c2c=cc=n3)cc4=cc=cc=c4f)n)c(=o)oc	11304743
ritanserin	chembl267777	db12693	cc1=c(c(=o)n2c=csc2=n1)ccn3ccc(=c(c4=cc=c(c=c4)f)c5=cc=c(c=c5)f)cc3	5074
ritonavir	chembl163	db00503	cc(c)c1=nc(=cs1)cn(c)c(=o)n[c@@h](c(c)c)c(=o)n[c@@h](cc2=cc=cc=c2)c[c@@h]([c@h](cc3=cc=cc=c3)nc(=o)occ4=cn=cs4)o	392622
rizatriptan	chembl905	db00953	cn(c)ccc1=cnc2=c1c=c(c=c2)cn3c=nc=n3	5078
ro-4987655	chembl1614766	db12933	c1cc(=o)n(oc1)cc2=c(c(=c(c(=c2)c(=o)nocco)nc3=c(c=c(c=c3)i)f)f)f	11548630
rocuronium bromide	chembl1200648	db00728	cc(=o)o[c@h]1[c@h](c[c@@h]2[c@@]1(cc[c@h]3[c@h]2cc[c@@h]4[c@@]3(c[c@@h]([c@h](c4)o)n5ccocc5)c)c)[n+]6(cccc6)cc=c.[br-]	441351
rofecoxib	chembl122	db00533	cs(=o)(=o)c1=cc=c(c=c1)c2=c(c(=o)oc2)c3=cc=cc=c3	5090
rolipram	chembl63	db01954	coc1=c(c=c(c=c1)c2cc(=o)nc2)oc3cccc3	5092
rolofylline (chembl52333)	chembl52333	db12670	cccn1c2=c(c(=o)n(c1=o)ccc)nc(=n2)c34cc5cc(c3)cc4c5	64627
roniciclib	chembl3544942	db12974	NA	45380979
ropivacaine hydrochloride	chembl1889140	db00296	cccn1cccc[c@h]1c(=o)nc2=c(c=cc=c2c)c.cl	175804
rosiglitazone	chembl121	db00412	cn(ccoc1=cc=c(c=c1)cc2c(=o)nc(=o)s2)c3=cc=cc=n3	77999
roxindole	chembl431367	NA	c1cn(cc=c1c2=cc=cc=c2)ccccc3=cnc4=c3c=c(c=c4)o	219050
roxithromycin	chembl1214185	db00778	cc[c@@h]1[c@@]([c@@h]([c@h](/c(=n/ococcoc)/[c@@h](c[c@@]([c@@h]([c@h]([c@@h]([c@h](c(=o)o1)c)o[c@h]2c[c@@]([c@h]([c@@h](o2)c)o)(c)oc)c)o[c@h]3[c@@h]([c@h](c[c@h](o3)c)n(c)c)o)(c)o)c)c)o)(c)o	6915744
ru-24969	chembl18785	NA	coc1=cc2=c(c=c1)nc=c2c3=ccncc3	108029
ruboxistaurin	chembl91829	db11829	cn(c)c[c@@h]1ccn2c=c(c3=cc=cc=c32)c4=c(c5=cn(cco1)c6=cc=cc=c65)c(=o)nc4=o	153999
ruthenium red	chembl2068405	NA	NA	NA
rutin	chembl226335	db01698	c[c@h]1[c@@h]([c@h]([c@h]([c@@h](o1)oc[c@@h]2[c@h]([c@@h]([c@h]([c@@h](o2)oc3=c(oc4=cc(=cc(=c4c3=o)o)o)c5=cc(=c(c=c5)o)o)o)o)o)o)o)o	5280805
ruxolitinib	chembl1789941	db08877	c1ccc(c1)[c@@h](cc#n)n2c=c(c=n2)c3=c4c=cnc4=nc=n3	25126798
safinamide	chembl48582	db06654	c[c@@h](c(=o)n)ncc1=cc=c(c=c1)occ2=cc(=cc=c2)f	131682
sagopilone	chembl2304041	db12391	c[c@h]1ccc[c@@]2([c@@h](o2)c[c@h](oc(=o)c[c@@h](c(c(=o)[c@@h]([c@h]1o)cc=c)(c)c)o)c3=cc4=c(c=c3)sc(=n4)c)c	11284169
salicylic acid	chembl424	db00936	c1=cc=c(c(=c1)c(=o)o)o	338
saracatinib	chembl217092	db11805	cn1ccn(cc1)ccoc2=cc(=c3c(=c2)n=cn=c3nc4=c(c=cc5=c4oco5)cl)oc6ccocc6	10302451
sb-224289	chembl281350	NA	cc1=c(c=cc(=c1)c2=noc(=n2)c)c3=cc=c(c=c3)c(=o)n4ccc5=c4c=c6c(=c5)occ67ccn(cc7)c	3378093
sb-243213	chembl14460	NA	cc1=c(c=c2c(=c1)ccn2c(=o)nc3=cn=c(c=c3)oc4=c(n=cc=c4)c)c(f)(f)f	443391
sch-23390	chembl62	NA	cn1ccc2=cc(=c(c=c2[c@h](c1)c3=cc=cc=c3)o)cl	3036864
scriptaid	chembl96051	NA	c1=cc2=c3c(=c1)c(=o)n(c(=o)c3=cc=c2)cccccc(=o)no	5186
sebacic acid	chembl1232164	db07645	c(ccccc(=o)o)cccc(=o)o	5192
secobarbital sodium	chembl1200903	db00418	cccc(c)c1(c(=o)nc(=o)[n-]c1=o)cc=c.[na+]	14148199
seliciclib	chembl14762	NA	cc[c@h](co)nc1=nc2=c(c(=n1)ncc3=cc=cc=c3)n=cn2c(c)c	160355
selumetinib	chembl1614701	db11689	cn1c=nc2=c1c=c(c(=c2f)nc3=c(c=c(c=c3)br)cl)c(=o)nocco	10127622
selurampanel	chembl3545042	db12367	cc(c)c1=c(c=c2c(=c1)nc(=o)n(c2=o)ns(=o)(=o)c)c3=cc=nn3c	45381907
semagacestat	chembl520733	db12463	c[c@@h](c(=o)n[c@h]1c2=cc=cc=c2ccn(c1=o)c)nc(=o)[c@h](c(c)c)o	9843750
semapimod	chembl2107779	db12094	c/c(=n\n=c(n)n)/c1=cc(=cc(=c1)nc(=o)ccccccccc(=o)nc2=cc(=cc(=c2)/c(=n/n=c(n)n)/c)/c(=n/n=c(n)n)/c)/c(=n/n=c(n)n)/c	5745214
semaxanib	chembl276711	db06436	cc1=cc(=c(n1)/c=c\2/c3=cc=cc=c3nc2=o)c	5329098
senrebotase	chembl3137348	db12626	NA	5799
serotonin	chembl39	NA	c1=cc2=c(c=c1o)c(=cn2)ccn	5202
sf-1126	chembl2326966	db05210	c1cocc[n+]1(coc(=o)ccc(=o)n[c@@h](cccn=c(n)n)c(=o)ncc(=o)n[c@@h](cc(=o)o)c(=o)n[c@@h](co)c(=o)[o-])c2=cc(=o)c3=c(o2)c(=cc=c3)c4=cc=cc=c4	66577114
sgi-1776	chembl1952329	db12494	cn1ccc(cc1)cnc2=nn3c(=nc=c3c4=cc(=cc=c4)oc(f)(f)f)c=c2	24795070
silmitasertib	chembl1230165	NA	c1=cc(=cc(=c1)cl)nc2=c3c=cn=cc3=c4c=cc(=cc4=n2)c(=o)o	24748573
simvastatin	chembl1064	db00641	ccc(c)(c)c(=o)o[c@h]1c[c@h](c=c2[c@h]1[c@h]([c@h](c=c2)c)cc[c@@h]3c[c@h](cc(=o)o3)o)c	54454
sodium butyrate	chembl62381	NA	cccc(=o)[o-].[na+]	104775
sodium chloride	chembl1200574	db09153	[na+].[cl-]	5234
sodium phenylbutyrate	chembl1746	db06819	c1=cc=c(c=c1)cccc(=o)[o-].[na+]	5258
sonolisib	chembl411907	db12601	cc(=o)o[c@@h]1c[c@]2([c@@h](ccc2=o)c3=c1[c@]4([c@h](oc(=o)/c(=c/n(cc=c)cc=c)/c4=c(c3=o)o)coc)c)c	9849735
sorafenib tosylate	chembl1200485	db00398	cc1=cc=c(c=c1)s(=o)(=o)o.cnc(=o)c1=nc=cc(=c1)oc2=cc=c(c=c2)nc(=o)nc3=cc(=c(c=c3)cl)c(f)(f)f	406563
sotrastaurin	chembl565612	db12369	cn1ccn(cc1)c2=nc3=cc=cc=c3c(=n2)c4=c(c(=o)nc4=o)c5=cnc6=cc=cc=c65	10296883
soybean oil	chembl1201485	db09422	NA	NA
spiperone	chembl267930	NA	c1cn(ccc12c(=o)ncn2c3=cc=cc=c3)cccc(=o)c4=cc=c(c=c4)f	5265
